,title,price,link
462,"HP Victus Gaming Laptop,12th Gen Intel Core i5-12450H,4GB RTX 3050 GPU,15.6-inch(39.6 cm),FHD,IPS,16GB DDR4,512GB SSD,Backlit KB,Dual speakers (MSO, Blue,2.37 kg),fa0666TX/fa0444tx  ","65,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4MjQ1MjUwNjMyMDc2MjAxOjE3MjE0NDc2ODc6c3BfYnRmOjMwMDI1MTA3ODQzNjYzMjo6MDo6&url=%2FHP-i5-12450H-15-6-inch-Response-fa0666TX%2Fdp%2FB0C2HZYM87%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2qbAhbvFXzNDcOIAoLOUFJQrrSdx0y7eD37K0h_e3_ZNf5CnmjIEc4hX7TVtIj6D3E28cb_c1_UG51kawb01H2YuBfzgFawZXNXFPOr5cNGT9cMkKNnUWGggKNndOs0EB7f7Z0d-OcPlQuPUInlb-jHMfkRsuZq_-YfauVSJTGCjQ.KnUfsmbLTzIhe3M08DMxHr3reCHW46bFDad8iwAA7K0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721447687%26sprefix%3Dlap%252Caps%252C222%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
463,"Dell [Smartchoice G15-5530 Gaming Laptop, Intel Core i5-13450HX, 16GB DDR5, 1TB, NVIDIA RTX 3050,6GB GDDR6,15.6"" (39.62cm) FHD 120Hz 250 nits,Backlit KB Orange,Win 11 + MSO'21,Dark Shadow Gray,2.65kg  ","69,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTk3NTk1NDk2NzkyMDE6MTcyMTQ0NzY5NTpzcF9hdGY6MzAwMjUwNDk1OTY1OTMyOjowOjo&url=%2FDell-Smartchoice-G15-5530-Gaming-i5-13450HX%2Fdp%2FB0CRKXDX83%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2qbAhbvFXzNDcOIAoLOUFJQrrSdx0y7eD37K0h_e3_ZNf5CnmjIEc4hX7TVtIj6D3E28cb_c1_UG51kawb01H2YuBfzgFawZXNXFPOr5cNGT9cMkKNnUWGggKNndOs0EB7f7Z0d-OcPlQuPUInlb-jHMfkRsuZq_-YfauVSJTGCjQ.KnUfsmbLTzIhe3M08DMxHr3reCHW46bFDad8iwAA7K0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721447695%26sprefix%3Dlap%252Caps%252C222%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
464,"MSI Thin 15, Intel Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR 4GB /Cosmos Gray/1.86Kg), B12UCX-1695IN  ","49,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTk3NTk1NDk2NzkyMDE6MTcyMTQ0NzY5NTpzcF9hdGY6MzAwMjUxMDc4NDM3MDMyOjowOjo&url=%2FMSI-i5-12450H-Windows-GeForce-B12UCX-1695IN%2Fdp%2FB0CV9S9VTD%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2qbAhbvFXzNDcOIAoLOUFJQrrSdx0y7eD37K0h_e3_ZNf5CnmjIEc4hX7TVtIj6D3E28cb_c1_UG51kawb01H2YuBfzgFawZXNXFPOr5cNGT9cMkKNnUWGggKNndOs0EB7f7Z0d-OcPlQuPUInlb-jHMfkRsuZq_-YfauVSJTGCjQ.KnUfsmbLTzIhe3M08DMxHr3reCHW46bFDad8iwAA7K0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721447695%26sprefix%3Dlap%252Caps%252C222%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
465,"ASUS VivoBook 15 (2021) Thin and Light Laptop, Dual Core Intel Celeron N4020, 15.6-inch (39.62 cm) HD, (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W  ","19,990",https://amazon.in//ASUS-15-6-inch-Integrated-Transparent-X515MA-BR011W/dp/B09SGGB687/ref=sr_1_3?dib=eyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2qbAhbvFXzNDcOIAoLOUFJQrrSdx0y7eD37K0h_e3_ZNf5CnmjIEc4hX7TVtIj6D3E28cb_c1_UG51kawb01H2YuBfzgFawZXNXFPOr5cNGT9cMkKNnUWGggKNndOs0EB7f7Z0d-OcPlQuPUInlb-jHMfkRsuZq_-YfauVSJTGCjQ.KnUfsmbLTzIhe3M08DMxHr3reCHW46bFDad8iwAA7K0&dib_tag=se&keywords=laptop&qid=1721447695&sprefix=lap%2Caps%2C222&sr=8-3
466,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, 720p HD camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5009TU  ","49,990",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-fy5009TU/dp/B0D4M66F6R/ref=sr_1_4?dib=eyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2qbAhbvFXzNDcOIAoLOUFJQrrSdx0y7eD37K0h_e3_ZNf5CnmjIEc4hX7TVtIj6D3E28cb_c1_UG51kawb01H2YuBfzgFawZXNXFPOr5cNGT9cMkKNnUWGggKNndOs0EB7f7Z0d-OcPlQuPUInlb-jHMfkRsuZq_-YfauVSJTGCjQ.KnUfsmbLTzIhe3M08DMxHr3reCHW46bFDad8iwAA7K0&dib_tag=se&keywords=laptop&qid=1721447695&sprefix=lap%2Caps%2C222&sr=8-4
467,"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/8 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ","29,990",https://amazon.in//Acer-i3-1215U-Premium-Windows-AL15-52/dp/B0CKLN7PSZ/ref=sr_1_5?dib=eyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2qbAhbvFXzNDcOIAoLOUFJQrrSdx0y7eD37K0h_e3_ZNf5CnmjIEc4hX7TVtIj6D3E28cb_c1_UG51kawb01H2YuBfzgFawZXNXFPOr5cNGT9cMkKNnUWGggKNndOs0EB7f7Z0d-OcPlQuPUInlb-jHMfkRsuZq_-YfauVSJTGCjQ.KnUfsmbLTzIhe3M08DMxHr3reCHW46bFDad8iwAA7K0&dib_tag=se&keywords=laptop&qid=1721447695&sprefix=lap%2Caps%2C222&sr=8-5
468,"Dell [Smartchoice G15-5530 Gaming Laptop, Intel Core i5-13450HX, 16GB DDR5, 1TB, NVIDIA RTX 3050,6GB GDDR6,15.6"" (39.62cm) FHD 120Hz 250 nits,Backlit KB Orange,Win 11 + MSO'21,Dark Shadow Gray,2.65kg  ","69,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTEyMzk4NTA3NTk4MjAxOjE3MjE0NDc2OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MDQ5NTk2NTkzMjo6MDo6&url=%2FDell-Smartchoice-G15-5530-Gaming-i5-13450HX%2Fdp%2FB0CRKXDX83%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%253Aamzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.Rpni9nSu_k7V9Uvt6_Sbq6FsWkIntGqslB6ZlJKXSDtsB68Z2-8FhPs1-r5njCgMGzVx-hYfcIZ4o6oslczN1Q.sRWTk4lZIGlgw0hU4ux0YictHMGZE-fFM1-OJCGXPzw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CRKXDX83%26pd_rd_r%3D01c0e0cb-0ac5-42b0-a81d-d54d4ee70676%26pd_rd_w%3DIVh6e%26pd_rd_wg%3DQBnZK%26pf_rd_p%3D85e046b2-1010-4183-b7b7-f25119863240%26pf_rd_r%3D0ARA00TKHWT6CGAGC8JX%26qid%3D1721447695%26sbo%3D9ZOMT9Jm0JH%252Ft%252BWi68iDSA%253D%253D%26sprefix%3Dlap%252Caps%252C222%26sr%3D1-1-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
469,"HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H,4GB RTX 2050 GPU,15.6-inch(39.6 cm),FHD,IPS,144Hz,16GB DDR4,512GB SSD,Backlit KB,MSO,B&O,9ms response time(Blue, 2.29 kg),fa1373TX/fa1227TX  ","56,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMjIyODEwOTI0Njk2MjAxOjE3MjE0NDc2ODE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MTA3ODQzNjUzMjo6MTo6&url=%2FHP-i5-12450H-15-6-inch-response-fa1373TX%2Fdp%2FB0D2DDJ6PJ%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%253Aamzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.Rpni9nSu_k7V9Uvt6_Sbq6FsWkIntGqslB6ZlJKXSDtsB68Z2-8FhPs1-r5njCgMGzVx-hYfcIZ4o6oslczN1Q.sRWTk4lZIGlgw0hU4ux0YictHMGZE-fFM1-OJCGXPzw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D2DDJ6PJ%26pd_rd_r%3Dfe02d12a-d38a-4b53-9709-db1ce1879976%26pd_rd_w%3DojF2Y%26pd_rd_wg%3DhvkQn%26pf_rd_p%3D85e046b2-1010-4183-b7b7-f25119863240%26pf_rd_r%3D7B572SFG3XZBCN4ZW5MQ%26qid%3D1721447681%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlap%252Caps%252C222%26sr%3D1-2-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
470,"HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H,4GB RTX 2050 GPU,15.6-inch(39.6 cm),FHD,IPS,144Hz,16GB DDR4,512GB SSD,Backlit KB,MSO,B&O,9ms response time(Blue, 2.29 kg),fa1373TX/fa1227TX  ","56,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTEyMzk4NTA3NTk4MjAxOjE3MjE0NDc2OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MTA3ODQzNjUzMjo6MTo6&url=%2FHP-i5-12450H-15-6-inch-response-fa1373TX%2Fdp%2FB0D2DDJ6PJ%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%253Aamzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.Rpni9nSu_k7V9Uvt6_Sbq6FsWkIntGqslB6ZlJKXSDtsB68Z2-8FhPs1-r5njCgMGzVx-hYfcIZ4o6oslczN1Q.sRWTk4lZIGlgw0hU4ux0YictHMGZE-fFM1-OJCGXPzw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D2DDJ6PJ%26pd_rd_r%3D01c0e0cb-0ac5-42b0-a81d-d54d4ee70676%26pd_rd_w%3DIVh6e%26pd_rd_wg%3DQBnZK%26pf_rd_p%3D85e046b2-1010-4183-b7b7-f25119863240%26pf_rd_r%3D0ARA00TKHWT6CGAGC8JX%26qid%3D1721447695%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlap%252Caps%252C222%26sr%3D1-2-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
471,"Lenovo [Smartchoice] LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN  ","65,980",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTEyMzk4NTA3NTk4MjAxOjE3MjE0NDc2OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MTA3ODQzNjQzMjo6Mjo6&url=%2FLenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN%2Fdp%2FB0CX8XPKWJ%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%253Aamzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.Rpni9nSu_k7V9Uvt6_Sbq6FsWkIntGqslB6ZlJKXSDtsB68Z2-8FhPs1-r5njCgMGzVx-hYfcIZ4o6oslczN1Q.sRWTk4lZIGlgw0hU4ux0YictHMGZE-fFM1-OJCGXPzw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CX8XPKWJ%26pd_rd_r%3D01c0e0cb-0ac5-42b0-a81d-d54d4ee70676%26pd_rd_w%3DIVh6e%26pd_rd_wg%3DQBnZK%26pf_rd_p%3D85e046b2-1010-4183-b7b7-f25119863240%26pf_rd_r%3D0ARA00TKHWT6CGAGC8JX%26qid%3D1721447695%26sbo%3D9ZOMT9Jm0JH%252Ft%252BWi68iDSA%253D%253D%26sprefix%3Dlap%252Caps%252C222%26sr%3D1-3-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
472,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ005VIN  ","51,490",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTEyMzk4NTA3NTk4MjAxOjE3MjE0NDc2OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIzMjE4MzU0MTAzMjo6Mzo6&url=%2FLenovo-IdeaPad-i5-12450H-35-5cm-83EQ005VIN%2Fdp%2FB0D6MPVN7B%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%253Aamzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.Rpni9nSu_k7V9Uvt6_Sbq6FsWkIntGqslB6ZlJKXSDtsB68Z2-8FhPs1-r5njCgMGzVx-hYfcIZ4o6oslczN1Q.sRWTk4lZIGlgw0hU4ux0YictHMGZE-fFM1-OJCGXPzw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D6MPVN7B%26pd_rd_r%3D01c0e0cb-0ac5-42b0-a81d-d54d4ee70676%26pd_rd_w%3DIVh6e%26pd_rd_wg%3DQBnZK%26pf_rd_p%3D85e046b2-1010-4183-b7b7-f25119863240%26pf_rd_r%3D0ARA00TKHWT6CGAGC8JX%26qid%3D1721447695%26sbo%3D9ZOMT9Jm0JH%252Ft%252BWi68iDSA%253D%253D%26sprefix%3Dlap%252Caps%252C222%26sr%3D1-4-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
473,"ASUS Vivobook 14, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Silver/1.40 kg), X1404ZA-NK322WS  ","33,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTEyMzk4NTA3NTk4MjAxOjE3MjE0NDc2OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDEyMDAyMjQzNTkzMjo6NDo6&url=%2FASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK322WS%2Fdp%2FB0CCPBPYSB%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%253Aamzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.Rpni9nSu_k7V9Uvt6_Sbq6FsWkIntGqslB6ZlJKXSDtsB68Z2-8FhPs1-r5njCgMGzVx-hYfcIZ4o6oslczN1Q.sRWTk4lZIGlgw0hU4ux0YictHMGZE-fFM1-OJCGXPzw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CCPBPYSB%26pd_rd_r%3D01c0e0cb-0ac5-42b0-a81d-d54d4ee70676%26pd_rd_w%3DIVh6e%26pd_rd_wg%3DQBnZK%26pf_rd_p%3D85e046b2-1010-4183-b7b7-f25119863240%26pf_rd_r%3D0ARA00TKHWT6CGAGC8JX%26qid%3D1721447695%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlap%252Caps%252C222%26sr%3D1-5-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
474,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU  ","35,990",https://amazon.in//HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0BP2M7CCS/ref=sr_1_6?dib=eyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2qbAhbvFXzNDcOIAoLOUFJQrrSdx0y7eD37K0h_e3_ZNf5CnmjIEc4hX7TVtIj6D3E28cb_c1_UG51kawb01H2YuBfzgFawZXNXFPOr5cNGT9cMkKNnUWGggKNndOs0EB7f7Z0d-OcPlQuPUInlb-jHMfkRsuZq_-YfauVSJTGCjQ.KnUfsmbLTzIhe3M08DMxHr3reCHW46bFDad8iwAA7K0&dib_tag=se&keywords=laptop&qid=1721447695&sprefix=lap%2Caps%2C222&sr=8-6
475,"Dell 14 Thin & Light Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/14.0""(35.56cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/1.48kg  ","33,990",https://amazon.in//Dell-14-Rheinland-Certified-Comfortview/dp/B0BQJ9HZPP/ref=sr_1_7?dib=eyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2qbAhbvFXzNDcOIAoLOUFJQrrSdx0y7eD37K0h_e3_ZNf5CnmjIEc4hX7TVtIj6D3E28cb_c1_UG51kawb01H2YuBfzgFawZXNXFPOr5cNGT9cMkKNnUWGggKNndOs0EB7f7Z0d-OcPlQuPUInlb-jHMfkRsuZq_-YfauVSJTGCjQ.KnUfsmbLTzIhe3M08DMxHr3reCHW46bFDad8iwAA7K0&dib_tag=se&keywords=laptop&qid=1721447695&sprefix=lap%2Caps%2C222&sr=8-7
476,"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/MSO 21/1Yr ADP Free/Alexa built-in/3 mon Game Pass/Grey/1.6Kg), 83EM008GIN  ","59,990",https://amazon.in//Lenovo-IdeaPad-i7-13620H-38-1cm-83EM008GIN/dp/B0D6NCVQZQ/ref=sr_1_8?dib=eyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2qbAhbvFXzNDcOIAoLOUFJQrrSdx0y7eD37K0h_e3_ZNf5CnmjIEc4hX7TVtIj6D3E28cb_c1_UG51kawb01H2YuBfzgFawZXNXFPOr5cNGT9cMkKNnUWGggKNndOs0EB7f7Z0d-OcPlQuPUInlb-jHMfkRsuZq_-YfauVSJTGCjQ.KnUfsmbLTzIhe3M08DMxHr3reCHW46bFDad8iwAA7K0&dib_tag=se&keywords=laptop&qid=1721447695&sprefix=lap%2Caps%2C222&sr=8-8
477,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB,MSO,Thin & Light, Dual speakers (Win 11, Silver, 1.69 kg), fq5330TU  ","49,990",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-speakers/dp/B0CTKHTNWL/ref=sr_1_9?dib=eyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2qbAhbvFXzNDcOIAoLOUFJQrrSdx0y7eD37K0h_e3_ZNf5CnmjIEc4hX7TVtIj6D3E28cb_c1_UG51kawb01H2YuBfzgFawZXNXFPOr5cNGT9cMkKNnUWGggKNndOs0EB7f7Z0d-OcPlQuPUInlb-jHMfkRsuZq_-YfauVSJTGCjQ.KnUfsmbLTzIhe3M08DMxHr3reCHW46bFDad8iwAA7K0&dib_tag=se&keywords=laptop&qid=1721447695&sprefix=lap%2Caps%2C222&sr=8-9
478,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 Whr/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG  ","19,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_10?dib=eyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2qbAhbvFXzNDcOIAoLOUFJQrrSdx0y7eD37K0h_e3_ZNf5CnmjIEc4hX7TVtIj6D3E28cb_c1_UG51kawb01H2YuBfzgFawZXNXFPOr5cNGT9cMkKNnUWGggKNndOs0EB7f7Z0d-OcPlQuPUInlb-jHMfkRsuZq_-YfauVSJTGCjQ.KnUfsmbLTzIhe3M08DMxHr3reCHW46bFDad8iwAA7K0&dib_tag=se&keywords=laptop&qid=1721447695&sprefix=lap%2Caps%2C222&sr=8-10
479,"HONOR MagicBook X16 Pro 2024, 13th Gen Intel Core i5-13420H (16GB/512GB NVMe SSD, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint/1.75Kg), Gray  ","51,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTk3NTk1NDk2NzkyMDE6MTcyMTQ0NzY5NTpzcF9tdGY6MzAwMTY5Nzc1MjIyOTMyOjowOjo&url=%2FMagicBook-i5-13420H-Anti-Glare-Keyboard-Fingerprint%2Fdp%2FB0CXLWXYB1%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2qbAhbvFXzNDcOIAoLOUFJQrrSdx0y7eD37K0h_e3_ZNf5CnmjIEc4hX7TVtIj6D3E28cb_c1_UG51kawb01H2YuBfzgFawZXNXFPOr5cNGT9cMkKNnUWGggKNndOs0EB7f7Z0d-OcPlQuPUInlb-jHMfkRsuZq_-YfauVSJTGCjQ.KnUfsmbLTzIhe3M08DMxHr3reCHW46bFDad8iwAA7K0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721447695%26sprefix%3Dlap%252Caps%252C222%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
480,"Lenovo [Smartchoice] LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN  ","65,980",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMjIyODEwOTI0Njk2MjAxOjE3MjE0NDc2ODE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MTA3ODQzNjQzMjo6Mjo6&url=%2FLenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN%2Fdp%2FB0CX8XPKWJ%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%253Aamzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.Rpni9nSu_k7V9Uvt6_Sbq6FsWkIntGqslB6ZlJKXSDtsB68Z2-8FhPs1-r5njCgMGzVx-hYfcIZ4o6oslczN1Q.sRWTk4lZIGlgw0hU4ux0YictHMGZE-fFM1-OJCGXPzw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CX8XPKWJ%26pd_rd_r%3Dfe02d12a-d38a-4b53-9709-db1ce1879976%26pd_rd_w%3DojF2Y%26pd_rd_wg%3DhvkQn%26pf_rd_p%3D85e046b2-1010-4183-b7b7-f25119863240%26pf_rd_r%3D7B572SFG3XZBCN4ZW5MQ%26qid%3D1721447681%26sbo%3D9ZOMT9Jm0JH%252Ft%252BWi68iDSA%253D%253D%26sprefix%3Dlap%252Caps%252C222%26sr%3D1-3-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
